행정구역	2022년11월_총인구수	2022년11월_세대수	2022년11월_세대당 인구	2022년11월_남자 인구수	2022년11월_여자 인구수	2022년11월_남여 비율
세종특별자치시  종촌동(3611054000)	28,664	10,831	2.65	13,913	14,751	0.94
세종특별자치시  고운동(3611055000)	35,076	12,311	2.85	17,202	17,874	0.96
세종특별자치시  소담동(3611055500)	21,461	8,246	2.6	10,434	11,027	0.95
세종특별자치시  반곡동(3611055600)	25,644	10,725	2.39	12,645	12,999	0.97
세종특별자치시  보람동(3611056000)	18,941	6,943	2.73	9,319	9,622	0.97
세종특별자치시  대평동(3611057000)	11,262	4,357	2.58	5,598	5,664	0.99
세종특별자치시  다정동(3611058000)	28,432	10,802	2.63	13,634	14,798	0.92
경기도  (4100000000)	13,583,238	5,909,700	2.3	6,836,309	6,746,929	1.01
경기도 수원시 (4111000000)	1,190,368	528,097	2.25	599,508	590,860	1.01
경기도 수원시 장안구 (4111100000)	271,012	119,012	2.28	136,427	134,585	1.01
경기도 수원시 장안구 파장동(4111156000)	22,703	10,548	2.15	11,516	11,187	1.03
경기도 수원시 장안구 율천동(4111156600)	41,699	20,161	2.07	22,062	19,637	1.12
경기도 수원시 장안구 정자1동(4111157100)	28,176	10,849	2.6	13,847	14,329	0.97
경기도 수원시 장안구 정자2동(4111157200)	36,472	15,192	2.4	17,891	18,581	0.96
경기도 수원시 장안구 정자3동(4111157300)	40,403	14,163	2.85	20,187	20,216	1
경기도 수원시 장안구 영화동(4111158000)	19,459	10,704	1.82	9,909	9,550	1.04
경기도 수원시 장안구 송죽동(4111159100)	19,176	8,918	2.15	9,518	9,658	0.99
경기도 수원시 장안구 조원1동(4111159700)	29,254	13,538	2.16	14,750	14,504	1.02
경기도 수원시 장안구 조원2동(4111159800)	18,056	6,476	2.79	8,662	9,394	0.92
경기도 수원시 장안구 연무동(4111160000)	15,614	8,463	1.84	8,085	7,529	1.07
경기도 수원시 권선구 (4111300000)	367,004	160,763	2.28	185,522	181,482	1.02
경기도 수원시 권선구 세류1동(4111352000)	9,838	4,394	2.24	4,979	4,859	1.02
경기도 수원시 권선구 세류2동(4111353000)	23,518	12,562	1.87	12,188	11,330	1.08
경기도 수원시 권선구 세류3동(4111354000)	18,290	9,129	2	9,203	9,087	1.01
경기도 수원시 권선구 평동(4111355000)	40,209	16,731	2.4	20,369	19,840	1.03
경기도 수원시 권선구 서둔동(4111356000)	37,580	17,450	2.15	19,179	18,401	1.04
경기도 수원시 권선구 구운동(4111365000)	23,930	10,817	2.21	12,105	11,825	1.02
경기도 수원시 권선구 금곡동(4111366200)	44,916	17,607	2.55	22,144	22,772	0.97
경기도 수원시 권선구 호매실동(4111366400)	45,475	17,274	2.63	22,517	22,958	0.98
경기도 수원시 권선구 권선1동(4111367000)	24,393	13,467	1.81	12,489	11,904	1.05
경기도 수원시 권선구 권선2동(4111368000)	47,390	17,222	2.75	23,326	24,064	0.97
경기도 수원시 권선구 곡선동(4111369000)	35,358	17,982	1.97	18,816	16,542	1.14
경기도 수원시 권선구 입북동(4111370000)	16,107	6,128	2.63	8,207	7,900	1.04
경기도 수원시 팔달구 (4111500000)	192,225	95,800	2.01	96,826	95,399	1.01
경기도 수원시 팔달구 매교동(4111565000)	19,066	8,506	2.24	9,752	9,314	1.05
경기도 수원시 팔달구 매산동(4111566000)	9,946	5,871	1.69	5,377	4,569	1.18
경기도 수원시 팔달구 고등동(4111567000)	20,464	9,657	2.12	10,307	10,157	1.01
경기도 수원시 팔달구 화서1동(4111568000)	21,936	9,930	2.21	10,651	11,285	0.94
경기도 수원시 팔달구 화서2동(4111569000)	25,079	9,508	2.64	12,320	12,759	0.97
경기도 수원시 팔달구 지동(4111570000)	10,114	5,412	1.87	5,159	4,955	1.04
경기도 수원시 팔달구 우만1동(4111571000)	19,551	10,784	1.81	9,763	9,788	1
경기도 수원시 팔달구 우만2동(4111572000)	16,994	7,818	2.17	8,518	8,476	1
경기도 수원시 팔달구 인계동(4111573000)	39,116	22,029	1.78	19,650	19,466	1.01
경기도 수원시 팔달구 행궁동(4111574000)	9,959	6,285	1.58	5,329	4,630	1.15
경기도 수원시 영통구 (4111700000)	360,127	152,522	2.36	180,733	179,394	1.01
경기도 수원시 영통구 매탄1동(4111751000)	14,244	6,391	2.23	7,222	7,022	1.03
경기도 수원시 영통구 매탄2동(4111752000)	14,354	6,507	2.21	7,162	7,192	1
경기도 수원시 영통구 매탄3동(4111753000)	35,239	15,908	2.22	18,331	16,908	1.08
경기도 수원시 영통구 매탄4동(4111754000)	20,950	9,533	2.2	10,198	10,752	0.95
경기도 수원시 영통구 원천동(4111755000)	40,378	19,359	2.09	20,392	19,986	1.02
경기도 수원시 영통구 영통1동(4111757000)	33,908	12,563	2.7	16,674	17,234	0.97
경기도 수원시 영통구 영통2동(4111758000)	26,047	13,457	1.94	13,872	12,175	1.14
경기도 수원시 영통구 영통3동(4111758500)	32,189	13,708	2.35	16,528	15,661	1.06
경기도 수원시 영통구 망포1동(4111759300)	31,853	11,422	2.79	16,033	15,820	1.01
경기도 수원시 영통구 망포2동(4111759600)	29,110	9,917	2.94	14,492	14,618	0.99
경기도 수원시 영통구 광교1동(4111760000)	52,771	22,153	2.38	25,920	26,851	0.97
경기도 수원시 영통구 광교2동(4111761000)	29,084	11,604	2.51	13,909	15,175	0.92
경기도 성남시 (4113000000)	920,362	407,103	2.26	455,768	464,594	0.98
경기도 성남시 수정구 (4113100000)	232,125	114,016	2.04	117,720	114,405	1.03
경기도 성남시 수정구 신흥1동(4113151000)	13,224	7,968	1.66	6,964	6,260	1.11
경기도 성남시 수정구 신흥2동(4113152000)	19,918	7,631	2.61	9,677	10,241	0.94
경기도 성남시 수정구 신흥3동(4113153000)	11,215	6,529	1.72	5,969	5,246	1.14
경기도 성남시 수정구 태평1동(4113154000)	15,124	8,832	1.71	7,844	7,280	1.08
경기도 성남시 수정구 태평2동(4113155000)	15,068	7,942	1.9	7,568	7,500	1.01
경기도 성남시 수정구 태평3동(4113156000)	13,067	6,886	1.9	6,726	6,341	1.06
경기도 성남시 수정구 태평4동(4113156100)	12,873	6,615	1.95	6,552	6,321	1.04
경기도 성남시 수정구 수진1동(4113157000)	12,068	7,239	1.67	6,333	5,735	1.1
경기도 성남시 수정구 수진2동(4113158000)	15,596	7,822	1.99	7,905	7,691	1.03
경기도 성남시 수정구 단대동(4113159000)	15,249	6,662	2.29	7,481	7,768	0.96
경기도 성남시 수정구 산성동(4113160000)	5,002	2,291	2.18	2,537	2,465	1.03
경기도 성남시 수정구 양지동(4113161000)	9,738	4,369	2.23	4,817	4,921	0.98
경기도 성남시 수정구 복정동(4113162000)	10,816	6,762	1.6	6,064	4,752	1.28
경기도 성남시 수정구 위례동(4113162500)	44,480	17,789	2.5	21,738	22,742	0.96
경기도 성남시 수정구 신촌동(4113163000)	4,639	2,026	2.29	2,485	2,154	1.15
경기도 성남시 수정구 고등동(4113164000)	10,696	4,731	2.26	5,296	5,400	0.98
경기도 성남시 수정구 시흥동(4113165000)	3,352	1,922	1.74	1,764	1,588	1.11
경기도 성남시 중원구 (4113300000)	206,211	98,432	2.09	104,312	101,899	1.02
경기도 성남시 중원구 성남동(4113351000)	33,438	18,490	1.81	17,435	16,003	1.09
경기도 성남시 중원구 중앙동(4113352500)	15,856	7,292	2.17	8,146	7,710	1.06
경기도 성남시 중원구 금광1동(4113353000)	6,586	3,172	2.08	3,406	3,180	1.07
경기도 성남시 중원구 금광2동(4113354000)	25,583	12,430	2.06	12,599	12,984	0.97
경기도 성남시 중원구 은행1동(4113355000)	10,114	4,501	2.25	4,985	5,129	0.97
경기도 성남시 중원구 은행2동(4113356000)	23,282	11,103	2.1	11,514	11,768	0.98
경기도 성남시 중원구 상대원1동(4113357000)	25,114	12,232	2.05	13,033	12,081	1.08
경기도 성남시 중원구 상대원2동(4113358000)	6,789	3,555	1.91	3,566	3,223	1.11
경기도 성남시 중원구 상대원3동(4113359000)	12,340	6,615	1.87	6,431	5,909	1.09
경기도 성남시 중원구 하대원동(4113366000)	20,083	8,254	2.43	10,118	9,965	1.02
경기도 성남시 중원구 도촌동(4113367000)	27,026	10,788	2.51	13,079	13,947	0.94
경기도 성남시 분당구 (4113500000)	482,026	194,655	2.48	233,736	248,290	0.94
경기도 성남시 분당구 분당동(4113551000)	25,328	10,200	2.48	12,424	12,904	0.96
경기도 성남시 분당구 수내1동(4113552000)	17,887	7,787	2.3	8,469	9,418	0.9
경기도 성남시 분당구 수내2동(4113553000)	10,424	3,192	3.27	5,088	5,336	0.95
경기도 성남시 분당구 수내3동(4113554000)	13,583	5,206	2.61	6,792	6,791	1
경기도 성남시 분당구 정자동(4113554500)	19,083	8,207	2.33	9,580	9,503	1.01
경기도 성남시 분당구 정자1동(4113555000)	30,111	13,894	2.17	14,204	15,907	0.89
경기도 성남시 분당구 정자2동(4113556000)	14,953	7,420	2.02	7,068	7,885	0.9
경기도 성남시 분당구 정자3동(4113557000)	16,994	6,664	2.55	8,228	8,766	0.94
경기도 성남시 분당구 서현1동(4113558000)	31,318	12,626	2.48	15,192	16,126	0.94
경기도 성남시 분당구 서현2동(4113559000)	17,953	6,653	2.7	8,878	9,075	0.98
경기도 성남시 분당구 이매1동(4113560000)	25,018	8,995	2.78	12,249	12,769	0.96
경기도 성남시 분당구 이매2동(4113561000)	13,202	4,451	2.97	6,413	6,789	0.94
경기도 성남시 분당구 야탑1동(4113562000)	17,069	7,636	2.24	8,437	8,632	0.98
경기도 성남시 분당구 야탑2동(4113563000)	16,083	6,067	2.65	7,642	8,441	0.91
경기도 성남시 분당구 야탑3동(4113564000)	27,554	12,787	2.15	13,579	13,975	0.97
경기도 성남시 분당구 판교동(4113565000)	26,534	9,022	2.94	13,070	13,464	0.97
경기도 성남시 분당구 삼평동(4113565500)	24,271	9,108	2.66	11,765	12,506	0.94
경기도 성남시 분당구 백현동(4113565700)	26,963	10,319	2.61	12,996	13,967	0.93
경기도 성남시 분당구 금곡동(4113566200)	27,438	12,161	2.26	12,906	14,532	0.89
경기도 성남시 분당구 구미1동(4113566500)	16,832	7,183	2.34	8,151	8,681	0.94
경기도 성남시 분당구 구미동(4113567000)	30,178	13,120	2.3	14,335	15,843	0.9
경기도 성남시 분당구 운중동(4113568000)	33,250	11,957	2.78	16,270	16,980	0.96
경기도 의정부시 (4115000000)	463,789	208,306	2.23	228,148	235,641	0.97
경기도 의정부시 의정부1동(4115051000)	37,332	22,325	1.67	19,023	18,309	1.04
경기도 의정부시 의정부2동(4115052000)	30,327	16,116	1.88	15,029	15,298	0.98
경기도 의정부시 호원1동(4115054500)	35,231	15,398	2.29	17,090	18,141	0.94
경기도 의정부시 호원2동(4115055500)	33,857	13,495	2.51	16,316	17,541	0.93
경기도 의정부시 장암동(4115056100)	19,495	8,368	2.33	9,332	10,163	0.92
경기도 의정부시 신곡1동(4115056700)	40,776	17,247	2.36	19,978	20,798	0.96
경기도 의정부시 신곡2동(4115056800)	46,394	19,131	2.43	22,460	23,934	0.94
경기도 의정부시 송산1동(4115057300)	49,458	21,495	2.3	24,554	24,904	0.99
경기도 의정부시 송산2동(4115057600)	32,720	13,226	2.47	16,177	16,543	0.98
경기도 의정부시 송산3동(4115057800)	46,324	18,071	2.56	22,470	23,854	0.94
경기도 의정부시 자금동(4115058000)	26,624	12,074	2.21	13,017	13,607	0.96
경기도 의정부시 가능동(4115059500)	25,188	12,422	2.03	12,585	12,603	1
경기도 의정부시 흥선동(4115061500)	19,196	9,511	2.02	9,767	9,429	1.04
경기도 의정부시 녹양동(4115062000)	20,867	9,427	2.21	10,350	10,517	0.98
경기도 안양시 (4117000000)	548,398	227,564	2.41	270,992	277,406	0.98
경기도 안양시 만안구 (4117100000)	234,296	102,507	2.29	117,037	117,259	1
경기도 안양시 만안구 안양1동(4117151000)	12,142	5,159	2.35	6,044	6,098	0.99
경기도 안양시 만안구 안양2동(4117152000)	22,968	10,840	2.12	11,507	11,461	1
경기도 안양시 만안구 안양3동(4117153000)	16,130	7,444	2.17	7,984	8,146	0.98
경기도 안양시 만안구 안양4동(4117154000)	6,835	3,572	1.91	3,408	3,427	0.99
경기도 안양시 만안구 안양5동(4117155000)	10,123	4,917	2.06	5,039	5,084	0.99
