행정구역	2022년11월_총인구수	2022년11월_세대수	2022년11월_세대당 인구	2022년11월_남자 인구수	2022년11월_여자 인구수	2022년11월_남여 비율
전라남도 신안군 (4691000000)	37,849	21,824	1.73	20,348	17,501	1.16
전라남도 신안군 지도읍(4691025000)	4,222	2,469	1.71	2,225	1,997	1.11
전라남도 신안군 지도읍선도출장소(4691025100)	227	151	1.5	123	104	1.18
전라남도 신안군 압해읍(4691025300)	5,549	2,771	2	3,021	2,528	1.2
전라남도 신안군 압해읍매화출장소(4691025400)	239	165	1.45	122	117	1.04
전라남도 신안군 압해읍고이도출장소(4691025500)	214	128	1.67	125	89	1.4
전라남도 신안군 증도면(4691031000)	1,433	891	1.61	783	650	1.2
전라남도 신안군 증도면병풍출장소(4691031500)	306	184	1.66	178	128	1.39
전라남도 신안군 임자면(4691032000)	3,146	1,792	1.76	1,664	1,482	1.12
전라남도 신안군 자은면(4691033000)	2,254	1,288	1.75	1,211	1,043	1.16
전라남도 신안군 비금면(4691034000)	3,465	1,919	1.81	1,847	1,618	1.14
전라남도 신안군 도초면(4691035000)	2,447	1,432	1.71	1,262	1,185	1.06
전라남도 신안군 도초면우이도출장소(4691035500)	216	144	1.5	129	87	1.48
전라남도 신안군 흑산면(4691036000)	2,139	1,373	1.56	1,225	914	1.34
전라남도 신안군 흑산면가거도출장소(4691036500)	403	286	1.41	259	144	1.8
전라남도 신안군 흑산면태도출장소(4691036600)	190	128	1.48	110	80	1.38
전라남도 신안군 흑산면홍도출장소(4691036700)	440	256	1.72	244	196	1.24
전라남도 신안군 흑산면대둔도출장소(4691036800)	289	192	1.51	172	117	1.47
전라남도 신안군 하의면(4691037000)	1,662	1,002	1.66	903	759	1.19
전라남도 신안군 신의면(4691038000)	1,509	809	1.87	830	679	1.22
전라남도 신안군 장산면(4691039000)	1,502	941	1.6	806	696	1.16
전라남도 신안군 안좌면(4691040000)	2,827	1,653	1.71	1,475	1,352	1.09
전라남도 신안군 안좌면자라출장소(4691040500)	290	161	1.8	157	133	1.18
전라남도 신안군 팔금면(4691041000)	949	597	1.59	474	475	1
전라남도 신안군 암태면(4691042000)	1,931	1,092	1.77	1,003	928	1.08
경상북도  (4700000000)	2,602,052	1,286,170	2.02	1,312,637	1,289,415	1.02
경상북도 포항시 (4711000000)	497,197	232,411	2.14	251,893	245,304	1.03
경상북도 포항시 남구 (4711100000)	227,770	109,530	2.08	117,941	109,829	1.07
경상북도 포항시 남구 구룡포읍(4711125000)	7,096	4,459	1.59	3,581	3,515	1.02
경상북도 포항시 남구 연일읍(4711125300)	29,838	12,416	2.4	15,158	14,680	1.03
경상북도 포항시 남구 오천읍(4711125600)	55,892	26,468	2.11	29,963	25,929	1.16
경상북도 포항시 남구 대송면(4711131000)	3,328	1,916	1.74	1,731	1,597	1.08
경상북도 포항시 남구 동해면(4711132000)	9,725	4,799	2.03	4,891	4,834	1.01
경상북도 포항시 남구 장기면(4711133000)	3,982	2,432	1.64	1,951	2,031	0.96
경상북도 포항시 남구 호미곶면(4711135000)	1,799	1,142	1.58	881	918	0.96
경상북도 포항시 남구 상대동(4711152500)	24,449	13,718	1.78	12,770	11,679	1.09
경상북도 포항시 남구 해도동(4711154500)	16,931	9,950	1.7	8,698	8,233	1.06
경상북도 포항시 남구 송도동(4711155000)	11,966	6,524	1.83	5,963	6,003	0.99
경상북도 포항시 남구 청림동(4711156000)	4,631	2,602	1.78	2,503	2,128	1.18
경상북도 포항시 남구 제철동(4711157000)	2,802	1,564	1.79	1,657	1,145	1.45
경상북도 포항시 남구 효곡동(4711158000)	30,212	11,249	2.69	15,386	14,826	1.04
경상북도 포항시 남구 대이동(4711159000)	25,119	10,291	2.44	12,808	12,311	1.04
경상북도 포항시 북구 (4711300000)	269,427	122,881	2.19	133,952	135,475	0.99
경상북도 포항시 북구 흥해읍(4711325000)	40,461	18,060	2.24	20,245	20,216	1
경상북도 포항시 북구 신광면(4711331000)	2,876	1,685	1.71	1,432	1,444	0.99
경상북도 포항시 북구 청하면(4711332000)	4,678	2,748	1.7	2,304	2,374	0.97
경상북도 포항시 북구 송라면(4711333000)	2,468	1,550	1.59	1,184	1,284	0.92
경상북도 포항시 북구 기계면(4711334000)	4,969	2,755	1.8	2,432	2,537	0.96
경상북도 포항시 북구 죽장면(4711335000)	2,135	1,408	1.52	1,066	1,069	1
경상북도 포항시 북구 죽장면상옥출장소(4711335500)	623	377	1.65	318	305	1.04
경상북도 포항시 북구 기북면(4711336000)	1,309	765	1.71	647	662	0.98
경상북도 포항시 북구 중앙동(4711352000)	14,981	8,619	1.74	7,381	7,600	0.97
경상북도 포항시 북구 양학동(4711363000)	16,366	6,905	2.37	8,096	8,270	0.98
경상북도 포항시 북구 죽도동(4711365500)	19,841	11,628	1.71	9,785	10,056	0.97
경상북도 포항시 북구 용흥동(4711366500)	21,676	9,541	2.27	10,611	11,065	0.96
경상북도 포항시 북구 우창동(4711368000)	33,048	14,166	2.33	16,131	16,917	0.95
경상북도 포항시 북구 두호동(4711369000)	22,515	9,150	2.46	11,070	11,445	0.97
경상북도 포항시 북구 장량동(4711370000)	72,136	29,601	2.44	36,641	35,495	1.03
경상북도 포항시 북구 환여동(4711371000)	9,345	3,923	2.38	4,609	4,736	0.97
경상북도 경주시 (4713000000)	249,845	124,055	2.01	124,992	124,853	1
경상북도 경주시 감포읍(4713025000)	5,345	3,181	1.68	2,660	2,685	0.99
경상북도 경주시 안강읍(4713025300)	23,601	12,118	1.95	11,662	11,939	0.98
경상북도 경주시 건천읍(4713025600)	9,149	5,131	1.78	4,640	4,509	1.03
경상북도 경주시 외동읍(4713025900)	22,245	11,943	1.86	11,717	10,528	1.11
경상북도 경주시 문무대왕면(4713031500)	4,107	2,318	1.77	2,148	1,959	1.1
경상북도 경주시 양남면(4713032000)	6,320	3,541	1.78	3,343	2,977	1.12
경상북도 경주시 내남면(4713033000)	4,575	2,645	1.73	2,324	2,251	1.03
경상북도 경주시 산내면(4713034000)	3,243	2,054	1.58	1,604	1,639	0.98
경상북도 경주시 서면(4713035000)	3,082	1,832	1.68	1,557	1,525	1.02
경상북도 경주시 현곡면(4713036000)	21,591	8,528	2.53	10,621	10,970	0.97
경상북도 경주시 강동면(4713037000)	6,009	3,457	1.74	3,071	2,938	1.05
경상북도 경주시 천북면(4713038000)	5,745	3,070	1.87	3,027	2,718	1.11
경상북도 경주시 중부동(4713051500)	4,909	2,804	1.75	2,440	2,469	0.99
경상북도 경주시 황오동(4713053000)	6,068	3,448	1.76	2,907	3,161	0.92
경상북도 경주시 성건동(4713055000)	13,801	8,037	1.72	6,871	6,930	0.99
경상북도 경주시 황남동(4713057000)	4,274	2,459	1.74	2,114	2,160	0.98
경상북도 경주시 선도동(4713059000)	14,645	6,673	2.19	7,362	7,283	1.01
경상북도 경주시 월성동(4713060500)	5,724	2,904	1.97	2,805	2,919	0.96
경상북도 경주시 용강동(4713061500)	24,002	9,768	2.46	11,788	12,214	0.97
경상북도 경주시 황성동(4713062100)	27,895	11,315	2.47	13,639	14,256	0.96
경상북도 경주시 동천동(4713063000)	21,906	10,519	2.08	10,932	10,974	1
경상북도 경주시 불국동(4713065000)	9,922	5,316	1.87	4,918	5,004	0.98
경상북도 경주시 보덕동(4713066000)	1,687	994	1.7	842	845	1
경상북도 김천시 (4715000000)	139,396	69,080	2.02	69,931	69,465	1.01
경상북도 김천시 아포읍(4715025000)	7,909	4,130	1.92	3,966	3,943	1.01
경상북도 김천시 농소면(4715031000)	3,155	1,616	1.95	1,645	1,510	1.09
경상북도 김천시 남면(4715032000)	3,056	1,733	1.76	1,583	1,473	1.07
경상북도 김천시 개령면(4715034000)	2,401	1,261	1.9	1,230	1,171	1.05
경상북도 김천시 감문면(4715035000)	3,241	1,862	1.74	1,613	1,628	0.99
경상북도 김천시 어모면(4715036000)	4,060	2,163	1.88	2,091	1,969	1.06
경상북도 김천시 봉산면(4715037000)	2,986	1,575	1.9	1,548	1,438	1.08
경상북도 김천시 대항면(4715038000)	3,392	1,788	1.9	1,718	1,674	1.03
경상북도 김천시 감천면(4715039000)	1,899	980	1.94	978	921	1.06
경상북도 김천시 조마면(4715040000)	2,181	1,182	1.85	1,093	1,088	1
경상북도 김천시 구성면(4715041000)	2,719	1,618	1.68	1,365	1,354	1.01
경상북도 김천시 지례면(4715042000)	1,486	890	1.67	733	753	0.97
경상북도 김천시 부항면(4715043000)	1,228	749	1.64	614	614	1
경상북도 김천시 대덕면(4715044000)	2,257	1,441	1.57	1,131	1,126	1
경상북도 김천시 증산면(4715045000)	1,006	622	1.62	481	525	0.92
경상북도 김천시 자산동(4715051600)	6,373	3,628	1.76	3,237	3,136	1.03
경상북도 김천시 평화남산동(4715053600)	7,323	4,236	1.73	3,569	3,754	0.95
경상북도 김천시 양금동(4715056500)	3,720	1,974	1.88	1,804	1,916	0.94
경상북도 김천시 대신동(4715057500)	24,860	11,443	2.17	12,307	12,553	0.98
경상북도 김천시 대곡동(4715059500)	20,038	9,580	2.09	10,051	9,987	1.01
경상북도 김천시 지좌동(4715061000)	10,877	5,284	2.06	5,550	5,327	1.04
경상북도 김천시 율곡동(4715064000)	23,229	9,325	2.49	11,624	11,605	1
경상북도 안동시 (4717000000)	154,860	77,839	1.99	76,585	78,275	0.98
경상북도 안동시 풍산읍(4717025000)	6,301	3,558	1.77	3,195	3,106	1.03
경상북도 안동시 와룡면(4717031000)	3,926	2,131	1.84	2,033	1,893	1.07
경상북도 안동시 북후면(4717032000)	2,860	1,725	1.66	1,489	1,371	1.09
경상북도 안동시 서후면(4717033000)	3,484	1,965	1.77	1,837	1,647	1.12
경상북도 안동시 풍천면(4717034000)	7,078	4,104	1.72	3,618	3,460	1.05
경상북도 안동시 일직면(4717035000)	2,628	1,502	1.75	1,269	1,359	0.93
경상북도 안동시 남후면(4717036000)	1,661	966	1.72	839	822	1.02
경상북도 안동시 남선면(4717037000)	2,033	1,124	1.81	1,051	982	1.07
경상북도 안동시 임하면(4717038000)	2,744	1,712	1.6	1,440	1,304	1.1
경상북도 안동시 길안면(4717039000)	2,634	1,617	1.63	1,346	1,288	1.05
경상북도 안동시 임동면(4717040000)	1,680	1,027	1.64	875	805	1.09
경상북도 안동시 예안면(4717041000)	1,763	1,049	1.68	914	849	1.08
경상북도 안동시 도산면(4717042000)	1,520	913	1.66	800	720	1.11
경상북도 안동시 녹전면(4717043000)	1,685	961	1.75	870	815	1.07
경상북도 안동시 중구동(4717051000)	4,980	2,874	1.73	2,440	2,540	0.96
경상북도 안동시 명륜동(4717052000)	4,874	2,477	1.97	2,360	2,514	0.94
경상북도 안동시 용상동(4717055500)	21,894	10,620	2.06	10,925	10,969	1
경상북도 안동시 서구동(4717058500)	8,667	4,275	2.03	4,159	4,508	0.92
경상북도 안동시 태화동(4717060000)	12,682	6,398	1.98	6,262	6,420	0.98
경상북도 안동시 평화동(4717062000)	6,129	2,987	2.05	2,945	3,184	0.92
경상북도 안동시 안기동(4717063000)	6,135	2,854	2.15	3,043	3,092	0.98
경상북도 안동시 옥동(4717065000)	21,073	9,558	2.2	9,938	11,135	0.89
경상북도 안동시 송하동(4717066000)	15,817	7,113	2.22	7,710	8,107	0.95
경상북도 안동시 강남동(4717069000)	10,612	4,329	2.45	5,227	5,385	0.97
경상북도 구미시 (4719000000)	407,880	184,340	2.21	209,826	198,054	1.06
경상북도 구미시 선산읍(4719025000)	14,343	6,764	2.12	7,078	7,265	0.97
경상북도 구미시 고아읍(4719025300)	38,435	15,257	2.52	19,372	19,063	1.02
경상북도 구미시 산동읍(4719025600)	27,071	10,442	2.59	14,135	12,936	1.09
경상북도 구미시 무을면(4719031000)	1,804	1,032	1.75	901	903	1
경상북도 구미시 옥성면(4719032000)	1,668	925	1.8	862	806	1.07
경상북도 구미시 도개면(4719033000)	2,134	1,160	1.84	1,106	1,028	1.08
경상북도 구미시 해평면(4719034000)	3,918	2,158	1.82	2,072	1,846	1.12
경상북도 구미시 장천면(4719036000)	2,896	1,540	1.88	1,494	1,402	1.07
경상북도 구미시 송정동(4719051000)	23,564	10,764	2.19	11,596	11,968	0.97
경상북도 구미시 원평동(4719053500)	6,012	4,173	1.44	3,277	2,735	1.2
경상북도 구미시 도량동(4719055100)	28,444	11,907	2.39	13,837	14,607	0.95
경상북도 구미시 지산동(4719055500)	2,049	1,055	1.94	1,060	989	1.07
경상북도 구미시 선주원남동(4719056500)	38,396	16,637	2.31	19,456	18,940	1.03
경상북도 구미시 형곡1동(4719058200)	13,724	5,818	2.36	6,786	6,938	0.98
경상북도 구미시 형곡2동(4719058300)	16,443	7,354	2.24	8,179	8,264	0.99
경상북도 구미시 신평1동(4719059000)	3,309	2,001	1.65	1,864	1,445	1.29
경상북도 구미시 신평2동(4719060000)	3,059	1,488	2.06	1,642	1,417	1.16
경상북도 구미시 비산동(4719061000)	12,988	5,496	2.36	6,784	6,204	1.09
경상북도 구미시 광평동(4719063000)	4,277	2,143	2	2,318	1,959	1.18
경상북도 구미시 상모사곡동(4719064500)	30,512	13,330	2.29	15,969	14,543	1.1
경상북도 구미시 임오동(4719066000)	18,483	7,471	2.47	9,637	8,846	1.09
경상북도 구미시 인동동(4719067000)	47,512	22,823	2.08	24,758	22,754	1.09
경상북도 구미시 진미동(4719068000)	16,858	11,627	1.45	9,305	7,553	1.23
경상북도 구미시 양포동(4719069000)	45,641	18,838	2.42	23,930	21,711	1.1
경상북도 구미시 공단동(4719070000)	4,340	2,137	2.03	2,408	1,932	1.25
경상북도 영주시 (4721000000)	100,823	50,645	1.99	49,950	50,873	0.98
경상북도 영주시 풍기읍(4721025000)	10,306	5,499	1.87	5,128	5,178	0.99
경상북도 영주시 이산면(4721031000)	2,225	1,189	1.87	1,149	1,076	1.07
경상북도 영주시 평은면(4721032000)	1,415	803	1.76	720	695	1.04
경상북도 영주시 문수면(4721033000)	1,928	1,116	1.73	1,001	927	1.08
경상북도 영주시 장수면(4721034000)	2,100	1,174	1.79	1,070	1,030	1.04
경상북도 영주시 안정면(4721035000)	2,890	1,597	1.81	1,436	1,454	0.99
경상북도 영주시 봉현면(4721036000)	2,629	1,403	1.87	1,345	1,284	1.05
경상북도 영주시 순흥면(4721037000)	1,951	1,119	1.74	974	977	1
경상북도 영주시 단산면(4721038000)	1,803	1,073	1.68	879	924	0.95
경상북도 영주시 부석면(4721039000)	2,935	1,676	1.75	1,464	1,471	1
경상북도 영주시 상망동(4721051000)	7,313	3,492	2.09	3,655	3,658	1
경상북도 영주시 하망동(4721052500)	5,824	2,838	2.05	2,755	3,069	0.9
경상북도 영주시 영주1동(4721055000)	3,791	2,197	1.73	1,865	1,926	0.97
경상북도 영주시 영주2동(4721056000)	4,751	2,491	1.91	2,284	2,467	0.93
경상북도 영주시 휴천1동(4721059000)	6,334	2,768	2.29	3,128	3,206	0.98
경상북도 영주시 휴천2동(4721060000)	9,609	5,036	1.91	4,731	4,878	0.97
경상북도 영주시 휴천3동(4721061000)	7,443	3,568	2.09	3,649	3,794	0.96
경상북도 영주시 가흥1동(4721062000)	15,396	6,901	2.23	7,736	7,660	1.01
경상북도 영주시 가흥2동(4721063000)	10,180	4,705	2.16	4,981	5,199	0.96
경상북도 영천시 (4723000000)	101,051	54,334	1.86	51,388	49,663	1.03
경상북도 영천시 금호읍(4723025000)	10,540	6,176	1.71	5,538	5,002	1.11
경상북도 영천시 청통면(4723031000)	4,006	2,340	1.71	2,093	1,913	1.09
경상북도 영천시 신녕면(4723032000)	3,693	2,276	1.62	1,831	1,862	0.98
경상북도 영천시 화산면(4723033000)	3,103	1,784	1.74	1,611	1,492	1.08
경상북도 영천시 화북면(4723034000)	2,167	1,324	1.64	1,069	1,098	0.97
경상북도 영천시 화남면(4723035000)	3,219	1,898	1.7	1,709	1,510	1.13
경상북도 영천시 자양면(4723036000)	1,230	794	1.55	625	605	1.03
경상북도 영천시 임고면(4723037000)	4,125	2,366	1.74	2,107	2,018	1.04
경상북도 영천시 고경면(4723038000)	5,649	3,458	1.63	3,050	2,599	1.17
경상북도 영천시 북안면(4723039000)	4,373	2,637	1.66	2,279	2,094	1.09
경상북도 영천시 대창면(4723040000)	3,038	1,838	1.65	1,613	1,425	1.13
경상북도 영천시 동부동(4723051000)	27,748	13,146	2.11	13,664	14,084	0.97
경상북도 영천시 중앙동(4723052000)	9,589	4,698	2.04	4,823	4,766	1.01
경상북도 영천시 서부동(4723053500)	4,619	2,707	1.71	2,312	2,307	1
경상북도 영천시 완산동(4723054000)	9,922	4,511	2.2	4,871	5,051	0.96
경상북도 영천시 남부동(4723055500)	4,030	2,381	1.69	2,193	1,837	1.19
경상북도 상주시 (4725000000)	94,931	49,364	1.92	46,716	48,215	0.97
경상북도 상주시 함창읍(4725025000)	6,204	3,409	1.82	3,009	3,195	0.94
경상북도 상주시 중동면(4725031000)	1,337	776	1.72	647	690	0.94
경상북도 상주시 사벌국면(4725032500)	3,785	2,096	1.81	1,864	1,921	0.97
경상북도 상주시 낙동면(4725033000)	2,911	1,642	1.77	1,432	1,479	0.97
경상북도 상주시 낙동면동부출장소(4725033500)	964	573	1.68	479	485	0.99
경상북도 상주시 청리면(4725034000)	2,533	1,400	1.81	1,230	1,303	0.94
경상북도 상주시 공성면(4725035000)	3,833	2,151	1.78	1,895	1,938	0.98
경상북도 상주시 외남면(4725036000)	1,604	885	1.81	796	808	0.99
경상북도 상주시 내서면(4725037000)	1,884	1,071	1.76	970	914	1.06
경상북도 상주시 모동면(4725038000)	2,578	1,378	1.87	1,304	1,274	1.02
경상북도 상주시 모서면(4725039000)	1,692	968	1.75	870	822	1.06
경상북도 상주시 모서면서부출장소(4725039500)	736	425	1.73	353	383	0.92
경상북도 상주시 화동면(4725040000)	1,894	1,069	1.77	961	933	1.03
경상북도 상주시 화서면(4725041000)	2,857	1,511	1.89	1,396	1,461	0.96
경상북도 상주시 화북면(4725042000)	1,172	661	1.77	587	585	1
경상북도 상주시 화북면서부출장소(4725042600)	316	203	1.56	167	149	1.12
경상북도 상주시 외서면(4725043000)	2,600	1,486	1.75	1,231	1,369	0.9
경상북도 상주시 은척면(4725044000)	1,151	678	1.7	547	604	0.91
경상북도 상주시 은척면북부출장소(4725044500)	368	223	1.65	191	177	1.08
경상북도 상주시 공검면(4725045000)	2,137	1,226	1.74	1,028	1,109	0.93
경상북도 상주시 이안면(4725046000)	1,973	1,145	1.72	968	1,005	0.96
경상북도 상주시 화남면(4725047000)	777	470	1.65	379	398	0.95
경상북도 상주시 남원동(4725052000)	11,517	5,378	2.14	5,716	5,801	0.99
경상북도 상주시 북문동(4725053000)	9,366	4,522	2.07	4,662	4,704	0.99
경상북도 상주시 계림동(4725054000)	8,923	4,358	2.05	4,263	4,660	0.91
경상북도 상주시 동문동(4725055000)	7,720	3,788	2.04	3,755	3,965	0.95
경상북도 상주시 동성동(4725056000)	3,427	1,724	1.99	1,652	1,775	0.93
경상북도 상주시 신흥동(4725057000)	8,672	4,148	2.09	4,364	4,308	1.01
경상북도 문경시 (4728000000)	70,645	37,143	1.9	34,706	35,939	0.97
경상북도 문경시 문경읍(4728025000)	5,803	3,225	1.8	2,786	3,017	0.92
경상북도 문경시 문경읍갈평출장소(4728025100)	1,086	588	1.85	557	529	1.05
경상북도 문경시 가은읍(4728025300)	3,198	1,857	1.72	1,570	1,628	0.96
경상북도 문경시 가은읍북부출장소(4728025400)	840	523	1.61	449	391	1.15
경상북도 문경시 영순면(4728031000)	2,434	1,499	1.62	1,300	1,134	1.15
경상북도 문경시 산양면(4728032000)	3,043	1,758	1.73	1,553	1,490	1.04
경상북도 문경시 호계면(4728033000)	2,443	1,518	1.61	1,192	1,251	0.95
경상북도 문경시 산북면(4728034000)	2,707	1,607	1.68	1,359	1,348	1.01
경상북도 문경시 동로면(4728035000)	2,039	1,186	1.72	1,047	992	1.06
경상북도 문경시 마성면(4728036000)	3,519	2,125	1.66	1,676	1,843	0.91
경상북도 문경시 농암면(4728037000)	2,584	1,590	1.63	1,206	1,378	0.88
경상북도 문경시 점촌1동(4728057000)	5,667	2,801	2.02	2,747	2,920	0.94
경상북도 문경시 점촌2동(4728058000)	6,952	3,603	1.93	3,341	3,611	0.93
경상북도 문경시 점촌3동(4728059000)	9,065	4,460	2.03	4,502	4,563	0.99
경상북도 문경시 점촌4동(4728060000)	3,086	1,737	1.78	1,568	1,518	1.03
경상북도 문경시 점촌5동(4728061000)	16,179	7,066	2.29	7,853	8,326	0.94
경상북도 경산시 (4729000000)	267,763	127,105	2.11	134,768	132,995	1.01
경상북도 경산시 하양읍(4729025000)	28,901	13,666	2.11	14,606	14,295	1.02
경상북도 경산시 진량읍(4729025300)	35,225	17,275	2.04	18,409	16,816	1.09
경상북도 경산시 압량읍(4729025600)	20,907	10,710	1.95	11,091	9,816	1.13
경상북도 경산시 와촌면(4729031000)	5,604	2,989	1.87	3,030	2,574	1.18
경상북도 경산시 자인면(4729033000)	5,404	2,949	1.83	2,750	2,654	1.04
경상북도 경산시 용성면(4729034000)	3,251	1,825	1.78	1,729	1,522	1.14
경상북도 경산시 남산면(4729035000)	3,709	2,001	1.85	1,929	1,780	1.08
경상북도 경산시 남천면(4729037000)	2,861	1,528	1.87	1,466	1,395	1.05
경상북도 경산시 중방동(4729051000)	9,491	4,736	2	4,567	4,924	0.93
경상북도 경산시 중앙동(4729052000)	6,275	3,518	1.78	3,115	3,160	0.99
경상북도 경산시 남부동(4729053000)	19,771	8,549	2.31	9,750	10,021	0.97
경상북도 경산시 서부1동(4729054100)	35,007	15,343	2.28	16,620	18,387	0.9
경상북도 경산시 서부2동(4729054200)	35,945	14,006	2.57	17,207	18,738	0.92
경상북도 경산시 북부동(4729055000)	16,697	10,301	1.62	9,187	7,510	1.22
경상북도 경산시 동부동(4729056000)	38,715	17,709	2.19	19,312	19,403	1
경상북도 군위군 (4772000000)	23,338	13,672	1.71	11,953	11,385	1.05
경상북도 군위군 군위읍(4772025000)	8,280	4,426	1.87	4,267	4,013	1.06
경상북도 군위군 소보면(4772031000)	2,289	1,433	1.6	1,190	1,099	1.08
경상북도 군위군 효령면(4772032000)	3,822	2,251	1.7	1,981	1,841	1.08
경상북도 군위군 부계면(4772033000)	2,084	1,235	1.69	1,077	1,007	1.07
경상북도 군위군 우보면(4772034000)	1,977	1,239	1.6	991	986	1.01
경상북도 군위군 의흥면(4772035000)	2,362	1,445	1.63	1,146	1,216	0.94
경상북도 군위군 산성면(4772036000)	1,219	786	1.55	616	603	1.02
경상북도 군위군 삼국유사면(4772038000)	1,305	857	1.52	685	620	1.1
경상북도 의성군 (4773000000)	50,113	28,900	1.73	24,665	25,448	0.97
경상북도 의성군 의성읍(4773025000)	12,822	6,676	1.92	6,296	6,526	0.96
경상북도 의성군 단촌면(4773031000)	1,907	1,153	1.65	948	959	0.99
경상북도 의성군 점곡면(4773032000)	1,575	981	1.61	771	804	0.96
경상북도 의성군 옥산면(4773033000)	1,735	999	1.74	865	870	0.99
경상북도 의성군 사곡면(4773034000)	1,560	970	1.61	758	802	0.95
경상북도 의성군 춘산면(4773035000)	1,472	818	1.8	747	725	1.03
경상북도 의성군 가음면(4773036000)	1,461	881	1.66	740	721	1.03
경상북도 의성군 금성면(4773037000)	4,163	2,500	1.67	2,040	2,123	0.96
경상북도 의성군 봉양면(4773038000)	3,804	2,302	1.65	1,866	1,938	0.96
경상북도 의성군 비안면(4773039000)	2,544	1,539	1.65	1,252	1,292	0.97
경상북도 의성군 구천면(4773040000)	1,738	1,017	1.71	867	871	1
경상북도 의성군 단밀면(4773041000)	1,668	981	1.7	832	836	1
경상북도 의성군 단북면(4773042000)	1,758	1,026	1.71	849	909	0.93
경상북도 의성군 안계면(4773043000)	4,434	2,486	1.78	2,139	2,295	0.93
경상북도 의성군 다인면(4773044000)	3,713	2,220	1.67	1,817	1,896	0.96
경상북도 의성군 신평면(4773045000)	810	519	1.56	400	410	0.98
경상북도 의성군 안평면(4773046000)	2,115	1,271	1.66	1,074	1,041	1.03
경상북도 의성군 안사면(4773047000)	834	561	1.49	404	430	0.94
경상북도 청송군 (4775000000)	24,288	14,052	1.73	12,163	12,125	1
경상북도 청송군 청송읍(4775025000)	5,083	2,684	1.89	2,502	2,581	0.97
경상북도 청송군 주왕산면(4775031500)	1,790	1,083	1.65	896	894	1
경상북도 청송군 부남면(4775032000)	2,424	1,432	1.69	1,213	1,211	1
경상북도 청송군 현동면(4775033000)	2,069	1,184	1.75	1,051	1,018	1.03
경상북도 청송군 현서면(4775034000)	2,470	1,438	1.72	1,234	1,236	1
경상북도 청송군 안덕면(4775035000)	2,519	1,559	1.62	1,235	1,284	0.96
경상북도 청송군 파천면(4775036000)	1,737	1,040	1.67	871	866	1.01
경상북도 청송군 진보면(4775037000)	6,196	3,632	1.71	3,161	3,035	1.04
경상북도 영양군 (4776000000)	16,058	9,079	1.77	8,016	8,042	1
경상북도 영양군 영양읍(4776025000)	7,036	3,748	1.88	3,472	3,564	0.97
경상북도 영양군 입암면(4776031000)	2,060	1,222	1.69	1,006	1,054	0.95
경상북도 영양군 청기면(4776032000)	1,647	1,000	1.65	843	804	1.05
경상북도 영양군 일월면(4776033000)	1,705	978	1.74	859	846	1.02
경상북도 영양군 수비면(4776034000)	1,638	955	1.72	836	802	1.04
경상북도 영양군 석보면(4776035000)	1,972	1,176	1.68	1,000	972	1.03
경상북도 영덕군 (4777000000)	34,688	19,721	1.76	16,513	18,175	0.91
경상북도 영덕군 영덕읍(4777025000)	10,576	5,404	1.96	5,081	5,495	0.92
경상북도 영덕군 강구면(4777031000)	5,922	3,403	1.74	2,794	3,128	0.89
경상북도 영덕군 남정면(4777032000)	2,270	1,446	1.57	1,112	1,158	0.96
경상북도 영덕군 달산면(4777033000)	1,097	708	1.55	506	591	0.86
경상북도 영덕군 지품면(4777034000)	1,427	853	1.67	706	721	0.98
경상북도 영덕군 지품면원전출장소(4777034500)	521	314	1.66	250	271	0.92
경상북도 영덕군 축산면(4777035000)	889	526	1.69	424	465	0.91
경상북도 영덕군 축산면축산출장소(4777035500)	1,589	963	1.65	749	840	0.89
경상북도 영덕군 영해면(4777036000)	6,148	3,440	1.79	2,839	3,309	0.86
경상북도 영덕군 병곡면(4777037000)	2,677	1,663	1.61	1,279	1,398	0.91
경상북도 영덕군 창수면(4777038000)	1,572	1,001	1.57	773	799	0.97
경상북도 청도군 (4782000000)	41,586	23,437	1.77	20,516	21,070	0.97
경상북도 청도군 화양읍(4782025000)	7,213	3,529	2.04	3,514	3,699	0.95
경상북도 청도군 화양읍남성현출장소(4782025100)	1,099	649	1.69	559	540	1.04
경상북도 청도군 청도읍(4782025300)	10,034	5,177	1.94	4,918	5,116	0.96
경상북도 청도군 청도읍유호출장소(4782025400)	1,548	928	1.67	743	805	0.92
경상북도 청도군 각남면(4782031000)	2,157	1,302	1.66	1,043	1,114	0.94
경상북도 청도군 풍각면(4782032000)	3,822	2,292	1.67	1,868	1,954	0.96
경상북도 청도군 각북면(4782033000)	2,268	1,397	1.62	1,135	1,133	1
경상북도 청도군 이서면(4782034000)	4,510	2,539	1.78	2,211	2,299	0.96
경상북도 청도군 운문면(4782035000)	1,990	1,283	1.55	1,014	976	1.04
경상북도 청도군 금천면(4782036000)	3,226	2,023	1.59	1,653	1,573	1.05
경상북도 청도군 매전면(4782037000)	3,719	2,318	1.6	1,858	1,861	1
경상북도 고령군 (4783000000)	30,326	16,726	1.81	15,555	14,771	1.05
경상북도 고령군 대가야읍(4783025300)	9,838	5,099	1.93	4,973	4,865	1.02
경상북도 고령군 덕곡면(4783031000)	1,391	865	1.61	702	689	1.02
경상북도 고령군 운수면(4783032000)	1,777	1,104	1.61	890	887	1
경상북도 고령군 성산면(4783033000)	2,493	1,454	1.71	1,351	1,142	1.18
